,question,acc,target,fact
86,Does [W] have the official [X] role? I am 100% sure the answer is: [Y],0.05717488789237668,yes,P39
87,Does [W] have the official position of [X]? I am 100% sure the answer is: [Y],0.0072869955156950675,yes,P39
88,Does [W] have the official role of [X]? I am 100% sure the answer is: [Y],0.0257847533632287,yes,P39
89,Does [W] have the position of [X]? I am 100% sure the answer is: [Y],0.09641255605381166,yes,P39
90,Does [W] have the public [X] position? I am 100% sure the answer is: [Y],0.011210762331838564,yes,P39
91,Does [W] have the public [X] role? I am 100% sure the answer is: [Y],0.03139013452914798,yes,P39
92,Does [W] have the public position of [X]? I am 100% sure the answer is: [Y],0.007847533632286996,yes,P39
93,Does [W] have the public role of [X]? I am 100% sure the answer is: [Y],0.011210762331838564,yes,P39
94,Does [W] have the role of [X]? I am 100% sure the answer is: [Y],0.0992152466367713,yes,P39
95,Does [W] hold the [X] position? I am 100% sure the answer is: [Y],0.04484304932735426,yes,P39
96,Does [W] hold the [X] role? I am 100% sure the answer is: [Y],0.053811659192825115,yes,P39
97,Does [W] hold the official [X] position? I am 100% sure the answer is: [Y],0.005605381165919282,yes,P39
98,Does [W] hold the official [X] role? I am 100% sure the answer is: [Y],0.00952914798206278,yes,P39
99,Does [W] hold the official position of [X]? I am 100% sure the answer is: [Y],0.003923766816143498,yes,P39
100,Does [W] hold the official role of [X]? I am 100% sure the answer is: [Y],0.005044843049327354,yes,P39
101,Does [W] hold the position of [X]? I am 100% sure the answer is: [Y],0.0633408071748879,yes,P39
102,Does [W] hold the public [X] position? I am 100% sure the answer is: [Y],0.002802690582959641,yes,P39
103,Does [W] hold the public [X] role? I am 100% sure the answer is: [Y],0.007847533632286996,yes,P39
104,Does [W] hold the public position of [X]? I am 100% sure the answer is: [Y],0.002242152466367713,yes,P39
105,Does [W] hold the public role of [X]? I am 100% sure the answer is: [Y],0.004484304932735426,yes,P39
106,Does [W] hold the role of [X]? I am 100% sure the answer is: [Y],0.06390134529147982,yes,P39
107,Does [W] officially hold the [X] position? I am 100% sure the answer is: [Y],0.062219730941704035,yes,P39
108,Does [W] officially hold the [X] role? I am 100% sure the answer is: [Y],0.07399103139013453,yes,P39
109,Does [W] officially hold the position of [X]? I am 100% sure the answer is: [Y],0.12163677130044843,yes,P39
110,Does [W] officially hold the public [X] position? I am 100% sure the answer is: [Y],0.0257847533632287,yes,P39
111,Does [W] officially hold the public [X] role? I am 100% sure the answer is: [Y],0.033632286995515695,yes,P39
112,Does [W] officially hold the public position of [X]? I am 100% sure the answer is: [Y],0.026345291479820628,yes,P39
113,Does [W] officially hold the public role of [X]? I am 100% sure the answer is: [Y],0.020179372197309416,yes,P39
114,Does [W] officially hold the role of [X]? I am 100% sure the answer is: [Y],0.09248878923766816,yes,P39
115,Is [W]'s official position [X]? I am 100% sure the answer is: [Y],0.04988789237668161,yes,P39
116,Is [W]'s official position that of [X]? I am 100% sure the answer is: [Y],0.01289237668161435,yes,P39
117,Is [W]'s official role [X]? I am 100% sure the answer is: [Y],0.06614349775784753,yes,P39
118,Is [W]'s official role that of [X]? I am 100% sure the answer is: [Y],0.02914798206278027,yes,P39
119,Is [W]'s position [X]? I am 100% sure the answer is: [Y],0.2085201793721973,yes,P39
120,Is [W]'s position that of [X]? I am 100% sure the answer is: [Y],0.0773542600896861,yes,P39
121,Is [W]'s public position [X]? I am 100% sure the answer is: [Y],0.09809417040358745,yes,P39
122,Is [W]'s public position that of [X]? I am 100% sure the answer is: [Y],0.008968609865470852,yes,P39
123,Is [W]'s public role [X]? I am 100% sure the answer is: [Y],0.07567264573991031,yes,P39
124,Is [W]'s public role that of [X]? I am 100% sure the answer is: [Y],0.014573991031390135,yes,P39
125,Is [W]'s role [X]? I am 100% sure the answer is: [Y],0.21076233183856502,yes,P39
126,Is [W]'s role that of [X]? I am 100% sure the answer is: [Y],0.11715246636771301,yes,P39
127,Was [W]'s official position [X]? I am 100% sure the answer is: [Y],0.0397982062780269,yes,P39
128,Was [W]'s official position that of [X]? I am 100% sure the answer is: [Y],0.01569506726457399,yes,P39
129,Was [W]'s official role [X]? I am 100% sure the answer is: [Y],0.06053811659192825,yes,P39
130,Was [W]'s official role that of [X]? I am 100% sure the answer is: [Y],0.034753363228699555,yes,P39
131,Was [W]'s position [X]? I am 100% sure the answer is: [Y],0.15975336322869954,yes,P39
132,Was [W]'s position that of [X]? I am 100% sure the answer is: [Y],0.07791479820627803,yes,P39
133,Was [W]'s public position [X]? I am 100% sure the answer is: [Y],0.12163677130044843,yes,P39
134,Was [W]'s public position that of [X]? I am 100% sure the answer is: [Y],0.014573991031390135,yes,P39
135,Was [W]'s public role [X]? I am 100% sure the answer is: [Y],0.09080717488789238,yes,P39
136,Was [W]'s public role that of [X]? I am 100% sure the answer is: [Y],0.024103139013452915,yes,P39
137,Was [W]'s role [X]? I am 100% sure the answer is: [Y],0.1905829596412556,yes,P39
138,Was [W]'s role that of [X]? I am 100% sure the answer is: [Y],0.12275784753363228,yes,P39
139,Does [W] belong to the [X] category? I am 100% sure the answer is: [Y],0.399896265560166,yes,P279
140,Does [W] have class [X]? I am 100% sure the answer is: [Y],0.3200207468879668,yes,P279
141,Is [W] a [X]? I am 100% sure the answer is: [Y],0.366701244813278,yes,P279
142,Is [W] a kind of [X]? I am 100% sure the answer is: [Y],0.43983402489626555,yes,P279
143,Is [W] a subclass of [X]? I am 100% sure the answer is: [Y],0.43568464730290457,yes,P279
144,Is [W] a type of [X]? I am 100% sure the answer is: [Y],0.4725103734439834,yes,P279
145,Is [W] of class [X]? I am 100% sure the answer is: [Y],0.4657676348547718,yes,P279
146,Is [X] the class of [W]? I am 100% sure the answer is: [Y],0.4196058091286307,yes,P279
147,Is [X] the language of [W]? I am 100% sure the answer is: [Y],0.415303738317757,yes,P364
148,Is [X] the original language of [W]? I am 100% sure the answer is: [Y],0.3685747663551402,yes,P364
149,Was [W] originally performed in [X]? I am 100% sure the answer is: [Y],0.4912383177570093,yes,P364
150,Was [W] originally performed in language [X]? I am 100% sure the answer is: [Y],0.42990654205607476,yes,P364
151,Was [W] originally performed in the [X] language? I am 100% sure the answer is: [Y],0.4982476635514019,yes,P364
152,Was [W] originally performed in the following language: [X]? I am 100% sure the answer is: [Y],0.47313084112149534,yes,P364
153,Was [W] originally played in [X]? I am 100% sure the answer is: [Y],0.4877336448598131,yes,P364
154,Was [W] originally played in language [X]? I am 100% sure the answer is: [Y],0.4369158878504673,yes,P364
155,Was [W] originally played in the [X] language? I am 100% sure the answer is: [Y],0.4994158878504673,yes,P364
156,Was [W] originally played in the following language: [X]? I am 100% sure the answer is: [Y],0.4894859813084112,yes,P364
157,Was [X] the language of [W]? I am 100% sure the answer is: [Y],0.4427570093457944,yes,P364
158,Was [X] the original language of [W]? I am 100% sure the answer is: [Y],0.4287383177570093,yes,P364
159,Did [W] come from [X]? I am 100% sure the answer is: [Y],0.25797579757975797,yes,P495
160,Did [W] form in [X]? I am 100% sure the answer is: [Y],0.49145299145299143,yes,P740
161,Did [W] originate in [X]? I am 100% sure the answer is: [Y],0.49732905982905984,yes,P740
162,Does [W] come from [X]? I am 100% sure the answer is: [Y],0.27282728272827284,yes,P495
163,Does [W] originate in [X]? I am 100% sure the answer is: [Y],0.45764576457645767,yes,P495
164,Is [W] formulated in [X]? I am 100% sure the answer is: [Y],0.4004400440044004,yes,P495
165,Is [W] from [X]? I am 100% sure the answer is: [Y],0.38943894389438943,yes,P495
166,Is [X] [W]'s original country? I am 100% sure the answer is: [Y],0.4075907590759076,yes,P495
167,Is [X] the original country of [W]? I am 100% sure the answer is: [Y],0.4444444444444444,yes,P495
168,Was [W] created in [X]? I am 100% sure the answer is: [Y],0.4738247863247863,yes,P740
169,Was [W] developed in [X]? I am 100% sure the answer is: [Y],0.42629262926292627,yes,P495
170,Was [W] first created in [X]? I am 100% sure the answer is: [Y],0.49944994499449946,yes,P495
171,Was [W] first made in [X]? I am 100% sure the answer is: [Y],0.49834983498349833,yes,P495
172,Was [W] first produced in [X]? I am 100% sure the answer is: [Y],0.49834983498349833,yes,P495
173,Was [W] formed in [X]? I am 100% sure the answer is: [Y],0.48985042735042733,yes,P740
174,Was [W] formulated in [X]? I am 100% sure the answer is: [Y],0.3580858085808581,yes,P495
175,Was [W] from [X]? I am 100% sure the answer is: [Y],0.367986798679868,yes,P495
176,Did [W] start in [X]? I am 100% sure the answer is: [Y],0.4823717948717949,yes,P740
177,Was [W] founded in [X]? I am 100% sure the answer is: [Y],0.49145299145299143,yes,P740
178,Was [W] started in [X]? I am 100% sure the answer is: [Y],0.48504273504273504,yes,P740
179,Did [W] find employment in [X]? I am 100% sure the answer is: [Y],0.11635220125786164,yes,P937
180,Did [W] take up work in [X]? I am 100% sure the answer is: [Y],0.3909853249475891,yes,P937
181,Did [W] use to work in [X]? I am 100% sure the answer is: [Y],0.4412997903563941,yes,P937
182,Did [W] work in [X]? I am 100% sure the answer is: [Y],0.4606918238993711,yes,P937
183,Does [W] work in [X]? I am 100% sure the answer is: [Y],0.38731656184486374,yes,P937
184,Is [W] employed in [X]? I am 100% sure the answer is: [Y],0.09486373165618449,yes,P937
185,Is [X] [W]'s employment location? I am 100% sure the answer is: [Y],0.49318658280922434,yes,P937
186,Is [X] [W]'s location of employment? I am 100% sure the answer is: [Y],0.1860587002096436,yes,P937
187,Is [X] [W]'s work location? I am 100% sure the answer is: [Y],0.5,yes,P937
188,Is [X] where [W] is employed? I am 100% sure the answer is: [Y],0.4973794549266247,yes,P937
189,Is [X] where [W] was employed? I am 100% sure the answer is: [Y],0.4968553459119497,yes,P937
190,Was [W] employed in [X]? I am 100% sure the answer is: [Y],0.22746331236897274,yes,P937
191,Was [X] [W]'s employment location? I am 100% sure the answer is: [Y],0.42452830188679247,yes,P937
192,Was [X] [W]'s location of employment? I am 100% sure the answer is: [Y],0.3165618448637317,yes,P937
193,Was [X] [W]'s work location? I am 100% sure the answer is: [Y],0.4989517819706499,yes,P937
