,question,acc,target,fact
100,Does [W] hold the official role of [X]? obviously [Y],0.5,no,P39
101,Does [W] hold the position of [X]? obviously [Y],0.5,no,P39
102,Does [W] hold the public [X] position? obviously [Y],0.5,no,P39
103,Does [W] hold the public [X] role? obviously [Y],0.5,no,P39
104,Does [W] hold the public position of [X]? obviously [Y],0.5,no,P39
105,Does [W] hold the public role of [X]? obviously [Y],0.5,no,P39
106,Does [W] hold the role of [X]? obviously [Y],0.5,no,P39
107,Does [W] officially hold the [X] position? obviously [Y],0.5,no,P39
108,Does [W] officially hold the [X] role? obviously [Y],0.5,no,P39
109,Does [W] officially hold the position of [X]? obviously [Y],0.5,no,P39
110,Does [W] officially hold the public [X] position? obviously [Y],0.5,no,P39
111,Does [W] officially hold the public [X] role? obviously [Y],0.5,no,P39
112,Does [W] officially hold the public position of [X]? obviously [Y],0.5,no,P39
113,Does [W] officially hold the public role of [X]? obviously [Y],0.5,no,P39
114,Does [W] officially hold the role of [X]? obviously [Y],0.5,no,P39
115,Is [W]'s official position [X]? obviously [Y],0.5,no,P39
116,Is [W]'s official position that of [X]? obviously [Y],0.5,no,P39
117,Is [W]'s official role [X]? obviously [Y],0.5,no,P39
118,Is [W]'s official role that of [X]? obviously [Y],0.5,no,P39
119,Is [W]'s position [X]? obviously [Y],0.5,no,P39
120,Is [W]'s position that of [X]? obviously [Y],0.5,no,P39
121,Is [W]'s public position [X]? obviously [Y],0.5,no,P39
122,Is [W]'s public position that of [X]? obviously [Y],0.5,no,P39
123,Is [W]'s public role [X]? obviously [Y],0.5,no,P39
124,Is [W]'s public role that of [X]? obviously [Y],0.5,no,P39
125,Is [W]'s role [X]? obviously [Y],0.5,no,P39
126,Is [W]'s role that of [X]? obviously [Y],0.5,no,P39
127,Was [W]'s official position [X]? obviously [Y],0.5,no,P39
128,Was [W]'s official position that of [X]? obviously [Y],0.5,no,P39
129,Was [W]'s official role [X]? obviously [Y],0.5,no,P39
130,Was [W]'s official role that of [X]? obviously [Y],0.5,no,P39
131,Was [W]'s position [X]? obviously [Y],0.5,no,P39
132,Was [W]'s position that of [X]? obviously [Y],0.5,no,P39
133,Was [W]'s public position [X]? obviously [Y],0.5,no,P39
134,Was [W]'s public position that of [X]? obviously [Y],0.5,no,P39
135,Was [W]'s public role [X]? obviously [Y],0.5,no,P39
136,Was [W]'s public role that of [X]? obviously [Y],0.5,no,P39
137,Was [W]'s role [X]? obviously [Y],0.5,no,P39
138,Was [W]'s role that of [X]? obviously [Y],0.5,no,P39
139,Does [W] belong to the [X] category? obviously [Y],0.48858921161825725,no,P279
140,Does [W] have class [X]? obviously [Y],0.5,no,P279
141,Is [W] a [X]? obviously [Y],0.5,no,P279
142,Is [W] a kind of [X]? obviously [Y],0.4994813278008299,no,P279
143,Is [W] a subclass of [X]? obviously [Y],0.49896265560165975,no,P279
144,Is [W] a type of [X]? obviously [Y],0.4979253112033195,no,P279
145,Is [W] of class [X]? obviously [Y],0.4994813278008299,no,P279
146,Is [X] the class of [W]? obviously [Y],0.4979253112033195,no,P279
147,Is [X] the language of [W]? obviously [Y],0.495911214953271,no,P364
148,Is [X] the original language of [W]? obviously [Y],0.5,no,P364
149,Was [W] originally performed in [X]? obviously [Y],0.5,no,P364
150,Was [W] originally performed in language [X]? obviously [Y],0.5,no,P364
151,Was [W] originally performed in the [X] language? obviously [Y],0.5,no,P364
152,Was [W] originally performed in the following language: [X]? obviously [Y],0.4994158878504673,no,P364
153,Was [W] originally played in [X]? obviously [Y],0.5,no,P364
154,Was [W] originally played in language [X]? obviously [Y],0.5,no,P364
155,Was [W] originally played in the [X] language? obviously [Y],0.5,no,P364
156,Was [W] originally played in the following language: [X]? obviously [Y],0.4994158878504673,no,P364
157,Was [X] the language of [W]? obviously [Y],0.5,no,P364
158,Was [X] the original language of [W]? obviously [Y],0.5,no,P364
159,Did [W] come from [X]? obviously [Y],0.49944994499449946,no,P495
160,Did [W] form in [X]? obviously [Y],0.5,no,P740
161,Did [W] originate in [X]? obviously [Y],0.4893162393162393,no,P740
162,Does [W] come from [X]? obviously [Y],0.5,no,P495
163,Does [W] originate in [X]? obviously [Y],0.5,no,P495
164,Is [W] formulated in [X]? obviously [Y],0.5,no,P495
165,Is [W] from [X]? obviously [Y],0.49834983498349833,no,P495
166,Is [X] [W]'s original country? obviously [Y],0.49944994499449946,no,P495
167,Is [X] the original country of [W]? obviously [Y],0.5,no,P495
168,Was [W] created in [X]? obviously [Y],0.5,no,P740
169,Was [W] developed in [X]? obviously [Y],0.5,no,P495
170,Was [W] first created in [X]? obviously [Y],0.49944994499449946,no,P495
171,Was [W] first made in [X]? obviously [Y],0.5,no,P495
172,Was [W] first produced in [X]? obviously [Y],0.5,no,P495
173,Was [W] formed in [X]? obviously [Y],0.5,no,P740
174,Was [W] formulated in [X]? obviously [Y],0.5,no,P495
175,Was [W] from [X]? obviously [Y],0.5,no,P495
176,Did [W] start in [X]? obviously [Y],0.4983974358974359,no,P740
177,Was [W] founded in [X]? obviously [Y],0.5,no,P740
178,Was [W] started in [X]? obviously [Y],0.49946581196581197,no,P740
179,Did [W] find employment in [X]? obviously [Y],0.5,no,P937
180,Did [W] take up work in [X]? obviously [Y],0.5,no,P937
181,Did [W] use to work in [X]? obviously [Y],0.5,no,P937
182,Did [W] work in [X]? obviously [Y],0.5,no,P937
183,Does [W] work in [X]? obviously [Y],0.5,no,P937
184,Is [W] employed in [X]? obviously [Y],0.5,no,P937
185,Is [X] [W]'s employment location? obviously [Y],0.5,no,P937
186,Is [X] [W]'s location of employment? obviously [Y],0.5,no,P937
187,Is [X] [W]'s work location? obviously [Y],0.5,no,P937
188,Is [X] where [W] is employed? obviously [Y],0.5,no,P937
189,Is [X] where [W] was employed? obviously [Y],0.5,no,P937
190,Was [W] employed in [X]? obviously [Y],0.5,no,P937
191,Was [X] [W]'s employment location? obviously [Y],0.5,no,P937
192,Was [X] [W]'s location of employment? obviously [Y],0.5,no,P937
193,Was [X] [W]'s work location? obviously [Y],0.5,no,P937
